index,UF,CATEGORIA,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,TOTAL,ANO,NOVA_CATEGORIA
1953,PE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
1954,PE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Órgão público com taxa
1955,PE,Órgão Público,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2020,Órgão público sem taxa
1956,PE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
1957,PE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
1958,PI,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Caçador de Subsistência
1959,PI,Pessoa física,169.0,80.0,47.0,87.0,40.0,117.0,148.0,121.0,110.0,75.0,66.0,76.0,1136.0,2020,Cidadão
1960,PI,Segurança Pública,13.0,5.0,4.0,5.0,4.0,21.0,13.0,13.0,11.0,8.0,9.0,27.0,133.0,2020,Servidor Público (Porte por prerrogativa de função)
1961,PI,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa com Segurança Orgânica
1962,PI,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
1963,PI,Segurança Privada,0.0,0.0,0.0,6.0,0.0,5.0,13.0,0.0,0.0,0.0,1.0,0.0,25.0,2020,Empresa de Segurança Privada
1964,PI,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
1965,PI,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Órgão público com taxa
1966,PI,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,2009.0,2020,Órgão público sem taxa
1967,PI,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
1968,PI,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
1969,PR,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Caçador de Subsistência
1970,PR,Pessoa física,442.0,448.0,784.0,636.0,687.0,737.0,815.0,1046.0,757.0,848.0,662.0,806.0,8668.0,2020,Cidadão
1971,PR,Segurança Pública,35.0,18.0,39.0,41.0,55.0,64.0,56.0,57.0,45.0,40.0,43.0,40.0,533.0,2020,Servidor Público (Porte por prerrogativa de função)
1972,PR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2020,Empresa com Segurança Orgânica
1973,PR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
1974,PR,Segurança Privada,49.0,7.0,35.0,35.0,42.0,34.0,24.0,41.0,20.0,5.0,9.0,71.0,372.0,2020,Empresa de Segurança Privada
1975,PR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
1976,PR,Órgão Público,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,2020,Órgão público com taxa
1977,PR,Órgão Público,52.0,89.0,41.0,11.0,0.0,50.0,16.0,46.0,21.0,8.0,172.0,27.0,533.0,2020,Órgão público sem taxa
1978,PR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
1979,PR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
1980,RJ,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2020,Caçador de Subsistência
1981,RJ,Pessoa física,285.0,307.0,340.0,329.0,380.0,511.0,692.0,682.0,658.0,712.0,861.0,909.0,6666.0,2020,Cidadão
1982,RJ,Segurança Pública,76.0,67.0,76.0,58.0,73.0,89.0,114.0,154.0,122.0,135.0,139.0,125.0,1228.0,2020,Servidor Público (Porte por prerrogativa de função)
1983,RJ,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,50.0,63.0,2020,Empresa com Segurança Orgânica
1984,RJ,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
1985,RJ,Segurança Privada,21.0,12.0,41.0,57.0,0.0,52.0,1.0,71.0,14.0,12.0,23.0,55.0,359.0,2020,Empresa de Segurança Privada
1986,RJ,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
1987,RJ,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,2020,Órgão público com taxa
1988,RJ,Órgão Público,18.0,0.0,3000.0,0.0,0.0,483.0,0.0,26.0,5.0,10.0,21.0,0.0,3563.0,2020,Órgão público sem taxa
1989,RJ,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
1990,RJ,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
1991,RN,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Caçador de Subsistência
1992,RN,Pessoa física,159.0,92.0,146.0,145.0,118.0,95.0,195.0,188.0,274.0,95.0,292.0,174.0,1973.0,2020,Cidadão
1993,RN,Segurança Pública,40.0,25.0,15.0,16.0,13.0,17.0,42.0,34.0,29.0,12.0,43.0,16.0,302.0,2020,Servidor Público (Porte por prerrogativa de função)
1994,RN,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa com Segurança Orgânica
1995,RN,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
1996,RN,Segurança Privada,12.0,0.0,82.0,5.0,0.0,0.0,0.0,53.0,30.0,1.0,7.0,31.0,221.0,2020,Empresa de Segurança Privada
1997,RN,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
1998,RN,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Órgão público com taxa
1999,RN,Órgão Público,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,21.0,81.0,2020,Órgão público sem taxa
2000,RN,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
2001,RN,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
2002,RO,Pessoa física,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2020,Caçador de Subsistência
2003,RO,Pessoa física,250.0,228.0,341.0,281.0,384.0,302.0,378.0,580.0,401.0,486.0,512.0,586.0,4729.0,2020,Cidadão
2004,RO,Segurança Pública,24.0,25.0,47.0,19.0,47.0,31.0,40.0,51.0,37.0,33.0,45.0,43.0,442.0,2020,Servidor Público (Porte por prerrogativa de função)
2005,RO,Segurança Privada,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2020,Empresa com Segurança Orgânica
2006,RO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
2007,RO,Segurança Privada,0.0,2.0,0.0,12.0,27.0,0.0,3.0,11.0,9.0,2.0,0.0,18.0,84.0,2020,Empresa de Segurança Privada
2008,RO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
2009,RO,Órgão Público,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,11.0,2020,Órgão público com taxa
2010,RO,Órgão Público,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2020,Órgão público sem taxa
2011,RO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
2012,RO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
2013,RR,Pessoa física,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2020,Caçador de Subsistência
2014,RR,Pessoa física,45.0,66.0,19.0,36.0,79.0,75.0,72.0,50.0,35.0,65.0,51.0,136.0,729.0,2020,Cidadão
2015,RR,Segurança Pública,7.0,23.0,6.0,4.0,10.0,6.0,14.0,5.0,6.0,10.0,5.0,20.0,116.0,2020,Servidor Público (Porte por prerrogativa de função)
2016,RR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa com Segurança Orgânica
2017,RR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
2018,RR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2020,Empresa de Segurança Privada
2019,RR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
2020,RR,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,2020,Órgão público com taxa
2021,RR,Órgão Público,0.0,9.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,116.0,2020,Órgão público sem taxa
2022,RR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
2023,RR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
2024,RS,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Caçador de Subsistência
2025,RS,Pessoa física,1121.0,790.0,1064.0,1089.0,1016.0,1638.0,1692.0,1928.0,1529.0,1759.0,1691.0,1607.0,16924.0,2020,Cidadão
2026,RS,Segurança Pública,107.0,98.0,93.0,71.0,126.0,133.0,111.0,147.0,124.0,160.0,195.0,146.0,1511.0,2020,Servidor Público (Porte por prerrogativa de função)
2027,RS,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa com Segurança Orgânica
2028,RS,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
2029,RS,Segurança Privada,9.0,9.0,11.0,22.0,31.0,30.0,6.0,5.0,42.0,54.0,49.0,12.0,280.0,2020,Empresa de Segurança Privada
2030,RS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,2020,Fabricante/Importador
2031,RS,Órgão Público,0.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,32.0,0.0,6.0,77.0,2020,Órgão público com taxa
2032,RS,Órgão Público,1.0,6.0,3.0,3.0,0.0,69.0,20.0,49.0,1.0,16.0,7.0,48.0,223.0,2020,Órgão público sem taxa
2033,RS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
2034,RS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2020,Revendedor
2035,SC,Pessoa física,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2020,Caçador de Subsistência
2036,SC,Pessoa física,599.0,948.0,514.0,662.0,914.0,1064.0,1415.0,1376.0,1383.0,1365.0,1327.0,1163.0,12730.0,2020,Cidadão
2037,SC,Segurança Pública,31.0,38.0,19.0,18.0,21.0,32.0,49.0,34.0,29.0,29.0,51.0,46.0,397.0,2020,Servidor Público (Porte por prerrogativa de função)
2038,SC,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2020,Empresa com Segurança Orgânica
2039,SC,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
2040,SC,Segurança Privada,9.0,0.0,16.0,35.0,21.0,29.0,5.0,5.0,3.0,9.0,15.0,43.0,190.0,2020,Empresa de Segurança Privada
2041,SC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
2042,SC,Órgão Público,0.0,6.0,39.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2020,Órgão público com taxa
2043,SC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2020,Órgão público sem taxa
2044,SC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
2045,SC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
2046,SE,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Caçador de Subsistência
2047,SE,Pessoa física,56.0,73.0,42.0,74.0,48.0,56.0,64.0,48.0,98.0,162.0,121.0,256.0,1098.0,2020,Cidadão
2048,SE,Segurança Pública,19.0,9.0,7.0,9.0,2.0,12.0,11.0,9.0,19.0,14.0,4.0,19.0,134.0,2020,Servidor Público (Porte por prerrogativa de função)
2049,SE,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa com Segurança Orgânica
2050,SE,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
2051,SE,Segurança Privada,0.0,1.0,0.0,0.0,1.0,0.0,49.0,12.0,1.0,0.0,0.0,0.0,64.0,2020,Empresa de Segurança Privada
2052,SE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
2053,SE,Órgão Público,0.0,100.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,2020,Órgão público com taxa
2054,SE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,0.0,0.0,43.0,2020,Órgão público sem taxa
2055,SE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
2056,SE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
2057,SP,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Caçador de Subsistência
2058,SP,Pessoa física,350.0,375.0,463.0,276.0,199.0,282.0,529.0,410.0,556.0,638.0,1055.0,715.0,5848.0,2020,Cidadão
2059,SP,Segurança Pública,434.0,354.0,367.0,254.0,265.0,489.0,467.0,524.0,444.0,606.0,580.0,485.0,5269.0,2020,Servidor Público (Porte por prerrogativa de função)
2060,SP,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,11.0,0.0,90.0,2020,Empresa com Segurança Orgânica
2061,SP,Segurança Privada,0.0,0.0,0.0,15.0,18.0,86.0,14.0,0.0,0.0,0.0,0.0,22.0,155.0,2020,Empresa Comercial
2062,SP,Segurança Privada,72.0,37.0,146.0,7.0,15.0,24.0,48.0,105.0,139.0,32.0,13.0,90.0,728.0,2020,Empresa de Segurança Privada
2063,SP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
2064,SP,Órgão Público,46.0,5.0,0.0,125.0,0.0,17.0,20.0,93.0,0.0,2.0,80.0,1.0,389.0,2020,Órgão público com taxa
2065,SP,Órgão Público,195.0,70.0,120.0,82.0,161.0,103.0,174.0,114.0,23.0,180.0,130.0,132.0,1484.0,2020,Órgão público sem taxa
2066,SP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
2067,SP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
2068,TO,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Caçador de Subsistência
2069,TO,Pessoa física,68.0,85.0,59.0,31.0,33.0,56.0,63.0,45.0,37.0,126.0,252.0,74.0,929.0,2020,Cidadão
2070,TO,Segurança Pública,22.0,46.0,17.0,9.0,7.0,5.0,7.0,11.0,9.0,24.0,23.0,11.0,191.0,2020,Servidor Público (Porte por prerrogativa de função)
2071,TO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2020,Empresa com Segurança Orgânica
2072,TO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Empresa Comercial
2073,TO,Segurança Privada,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,13.0,36.0,2020,Empresa de Segurança Privada
2074,TO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fabricante/Importador
2075,TO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Órgão público com taxa
2076,TO,Órgão Público,0.0,4.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,3.0,984.0,2020,Órgão público sem taxa
2077,TO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Outras Categorias
2078,TO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Revendedor
2079,AC,Pessoa física,30.0,16.0,17.0,10.0,14.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,114.0,2021,Caçador de Subsistência
2080,AC,Pessoa física,88.0,154.0,199.0,201.0,263.0,240.0,144.0,0.0,0.0,0.0,0.0,0.0,1289.0,2021,Cidadão
2081,AC,Segurança Pública,20.0,15.0,18.0,17.0,13.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,97.0,2021,Servidor Público (Porte por prerrogativa de função)
2082,AC,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Empresa com Segurança Orgânica
2083,AC,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Empresa Comercial
2084,AC,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2021,Empresa de Segurança Privada
2085,AC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Fabricante/Importador
2086,AC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Órgão público com taxa
2087,AC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Órgão público sem taxa
2088,AC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Outras Categorias
2089,AC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Revendedor
2090,AL,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Caçador de Subsistência
2091,AL,Pessoa física,40.0,59.0,140.0,121.0,76.0,82.0,93.0,0.0,0.0,0.0,0.0,0.0,611.0,2021,Cidadão
2092,AL,Segurança Pública,12.0,8.0,63.0,38.0,41.0,26.0,53.0,0.0,0.0,0.0,0.0,0.0,241.0,2021,Servidor Público (Porte por prerrogativa de função)
2093,AL,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Empresa com Segurança Orgânica
2094,AL,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Empresa Comercial
2095,AL,Segurança Privada,0.0,2.0,0.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,2021,Empresa de Segurança Privada
2096,AL,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Fabricante/Importador
2097,AL,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Órgão público com taxa
2098,AL,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,2021,Órgão público sem taxa
2099,AL,Outros Tipos,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2021,Outras Categorias
2100,AL,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Revendedor
2101,AM,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Caçador de Subsistência
2102,AM,Pessoa física,0.0,52.0,104.0,43.0,68.0,77.0,124.0,0.0,0.0,0.0,0.0,0.0,468.0,2021,Cidadão
2103,AM,Segurança Pública,0.0,6.0,11.0,8.0,15.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,71.0,2021,Servidor Público (Porte por prerrogativa de função)
2104,AM,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Empresa com Segurança Orgânica
2105,AM,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Empresa Comercial
2106,AM,Segurança Privada,0.0,14.0,4.0,43.0,59.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,2021,Empresa de Segurança Privada
2107,AM,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Fabricante/Importador
2108,AM,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Órgão público com taxa
2109,AM,Órgão Público,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2021,Órgão público sem taxa
2110,AM,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Outras Categorias
2111,AM,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Revendedor
2112,AP,Pessoa física,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021,Caçador de Subsistência
2113,AP,Pessoa física,13.0,30.0,38.0,28.0,27.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,192.0,2021,Cidadão
2114,AP,Segurança Pública,7.0,5.0,10.0,3.0,5.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,49.0,2021,Servidor Público (Porte por prerrogativa de função)
2115,AP,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Empresa com Segurança Orgânica
2116,AP,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Empresa Comercial
2117,AP,Segurança Privada,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,2021,Empresa de Segurança Privada
2118,AP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Fabricante/Importador
2119,AP,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Órgão público com taxa
2120,AP,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Órgão público sem taxa
2121,AP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Outras Categorias
2122,AP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Revendedor
2123,BA,Pessoa física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Caçador de Subsistência
2124,BA,Pessoa física,303.0,348.0,359.0,468.0,422.0,417.0,417.0,0.0,0.0,0.0,0.0,0.0,2734.0,2021,Cidadão
2125,BA,Segurança Pública,41.0,61.0,65.0,67.0,71.0,67.0,78.0,0.0,0.0,0.0,0.0,0.0,450.0,2021,Servidor Público (Porte por prerrogativa de função)
